PRODUCT,BRAND,CATEGORY,CAPACITY,ITEM_CODE,ITEM_DESC,PART_NO,UOM,OPEN_QTY,RECEIVED_QTY,ISSUE_QTY,BAL_QTY,AMOUNT
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040016,Outdoor Tempreture Sensor ES-24DU01W / ES-24AR02WT3 / ES-2402WT3 11329013000131,11329013000131,PCS,6,9,1,14,8004.24
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040017,Condenser Assembly ES-24DU01W 13224004002527,13224004002527,PCS,0,2,0,2,60304.72
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040018,Indoor Fan Motor ES-24DU01W / ES-24EM01W 11230005000031 Repl 13330005000025,11230005000031,PCS,1,0,0,1,6464
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040019,Outdoor Fan Motor ES-24DU01W / ES-24EM01W 11230005000061,11230005000061,PCS,0,3,0,3,22391.14
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040026,"Compressor connecting wire ES-24DU01WG/ES-24DU02,ES-24EM02 11330025000087",11330025000087,PCS,1,3,2,2,2839.32
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040027,Cross Flow Fan (59576)  ES-24DUO1WG /ES-24EM02/24AR01/02 11220513000059,11220513000059,PCS,1,2,0,3,4033.56
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040035,Indoor Motor IDU ES-24DUO1WG 13330005000025,13330005000025,PCS,0,5,2,3,34815.33
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040038,Indoor Main Controller 24DU01W (59544) 13222002006059,13222002006059,PCS,0,12,4,8,70684.39
Home Appliances,EcoStar,Split AC,24000 BTU,03020403040040,Middle frame trim bar (light platinum grey) ES-24DU01W 11320088000055,11320088000055,PCS,0,19,9,10,2275.32
Home Appliances,EcoStar,Split AC,24000 BTU,03020403050002,4 Way Valve ES-24EMO01W 11325007000130,11325007000130,PCS,0,3,0,3,6188.52
Home Appliances,EcoStar,Split AC,24000 BTU,03020403060001,Indoor Fan Motor  ES-24PR02W/ES-24DU02/ES-24EM02/ES-24AR01/ES-24NV01/ES-18AR02/ES-18NV02/ES-24AR02/ES-24NV02 13330005000039,13330005000039,PCS,0,5,0,5,21259.84
Home Appliances,EcoStar,Split AC,24000 BTU,03020403060002,Guide Louver (Damper) (59658) ES-24PR02WT3 / ES-18PR02WT3 / ES-18AR01WT3 / ES-18NV01WT3 / ES-24AR01WT3 / ES-24NV01WT3 11320005000523,11320005000523,PCS,0,10,0,10,6000
Home Appliances,EcoStar,Split AC,24000 BTU,03020403060003,Master Controller OD ES-24PR02WT3 11222004001682/13222004000590,13222004000590,PCS,0,3,0,3,56861.04
Home Appliances,EcoStar,Split AC,24000 BTU,03020403060007,Indoor Electric Box (60179) ES-24PR02WT3 13222002009605,13222002009605,PCS,0,2,0,2,11546.4
Home Appliances,EcoStar,Split AC,24000 BTU,03020403060009,Evaporator Assembly ES-24PR02WT3 13224003002448,13224003002448,PCS,0,14,7,7,153385.77
Home Appliances,EcoStar,Split AC,24000 BTU,03020403070001,Indoor Electric Box (62368) ES-24AR01/ES-24NV01/ES-18AR02/ES-18NV02/ES-24AR02/ES-24NV02 13222005000107,13222005000107,PCS,0,4,0,4,21187.32
Home Appliances,EcoStar,Split AC,24000 BTU,03020403120001,Indoor Main Controller ES-24EM02WS/ES-24DU02 13222005000650,13222005000650,PCS,0,5,2,3,16494.11
Home Appliances,EcoStar,Split AC,24000 BTU,03020403170001,Outdoor PCB ES-24DU01W 11222031001369,11222031001369,PCS,0,10,0,10,261984.6
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010004,OUT DOOR MAIN BOARD EF-24IB01W 11222031000786,11222031000786,PCS,0,2,0,2,30484.31
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010015,INDOOR BOARD EF-24IB01W 13222002001504,13222002001504,PCS,0,2,0,2,5890.3
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010028,Indoor DC motor EF-24IB01W 13330005000055,13330005000055,PCS,2,0,0,2,20627.3
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010029,ID Main Controller (59542) EF-48IB01W 13222002007395,13222002007395,PCS,5,0,0,5,34503.35
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010030,Evaporator Assembly EF-24IB01W 13224003002338,13224003002338,PCS,2,3,1,4,88956.97
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010034,Horizontal Air vent connecting rod EF-24IB01W 11320085000109,11320085000109,PCS,0,2,0,2,80.6
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010036,ID Display Pated ( Panel trim Strip ) EF-24IB01W  11320071000067,11320071000067,PCS,0,3,0,3,2417.91
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010037,Air Outlet Top Cover EF-24IB01W (59675) 13320032000394,13320032000394,PCS,0,1,0,1,2830
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010038,Lower Panel(Air Intake) EF-24IB01W 11320032000165,11320032000165,PCS,0,1,0,1,1132
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010039,Cover Tube mounting Plate Assembly EF-24IB01W 11220552000002,11220552000002,PCS,0,3,0,3,315.84
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010040,Horizontal louver link D EF-24IB01W 11320017000170,11320017000170,PCS,0,2,0,2,271.68
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010041,right side board assembly EF-24IB01W 11221504000020,11221504000020,PCS,0,6,0,6,18847.8
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010042,4-way valve tubing assembly EF-24IB01W 13225516000041,13225516000041,PCS,0,10,4,6,62656.6
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010043,left side board assembly EF-24IB01W 11221503000016,11221503000016,PCS,0,6,0,6,18847.8
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010044,Reactor EF-24IB01W 11330034000012,11330034000012,PCS,0,5,0,5,12344.45
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010045,top cover board EF-24IB01W 11320006000115,11320006000115,PCS,0,8,0,8,7552.72
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010046,roof cover EF-24IB01W 11321041000018,11321041000018,PCS,0,8,0,8,3314.48
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010047,air outlet foam EF-24IB01W 11328008000047,11328008000047,PCS,0,2,0,2,237.72
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501010049,Outdoor Panel EF-24IB01W 13321005000009,13321005000009,PCS,0,2,0,2,8150.4
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501020007,Condenser assembly EF-24GL01W 13224004001745,13224004001745,PCS,0,1,0,1,11792
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030001,Outdoor PCB EF-24GL02S 11222031001796,11222031001796,PCS,2,1,2,1,22713.6
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030002,Indoor Step Motor EF-24GL02S 11230002000077,11230002000077,PCS,0,3,0,3,2070.27
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030004,Capillary Assembly EF-24GL02S 11225506002222,11225506002222,PCS,0,2,0,2,1575.12
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030009,Indoor DC Motor EF-24GL02S 13330005000058,13330005000058,PCS,2,0,0,2,4414.8
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030010,Main Controller EF-24GL02S 13222002008997,13222002008997,PCS,3,0,0,3,14263.2
Home Appliances,EcoStar,Floor Standing AC,24000 BTU,03020501030012,Evaporator Assembly (59517) EF-24GL02S 13224003002337,13224003002337,PCS,0,2,0,2,31776
Home Appliances,EcoStar,Floor Standing AC,48000 BTU,03020502010002,Stepper Motor EF-48IB01W 11230002000020,11230002000020,PCS,1,0,0,1,559.56
Home Appliances,Gas Cylinder,Gas Cylinder,Gas Cylinder,03050101010002,Kaghan Chemicals Disposible Cylinder Gas R-22 Capacity 13.6 KG,0305010101,KG,3,8,10,1,20539.57
Home Appliances,Gas Cylinder,Gas Cylinder,Gas Cylinder,03050101020007,ATTI & CO Disposible Cylinder Gas R-410a Capacity 11.3 KG,0305010102,KG,0,120,112,8,224912.65
Home Appliances,Gas Cylinder,Gas Cylinder,Gas Cylinder,03050101030004,ATTI & CO Disposible Cylinder Gas R-32 Capacity 9.5 KG 0305010103,0305010103,KG,0,30,28,2,51967.25
Home Appliances,Gas Cylinder,Gas Cylinder,Gas Cylinder,03050101040002,Kaghan Chemicals Disposible Cylinder Gas R-134 a Capacity 13.6 KG,0305010104,KG,0,3,1,2,45983.37
Home Appliances,Gree,Split AC,12000 BTU,03010101010010,Health Air Cleaner Screen 11012025,11012025,PCS,0,152,6,146,7775.46
Home Appliances,Gree,Split AC,12000 BTU,03010101010024,Ambient Temperature Sensor390000453,390000453,PCS,4,6,9,1,74.42
Home Appliances,Gree,Split AC,12000 BTU,03010101010079,Axial Flow Fan 10333004,10333004,PCS,0,1,0,1,246.54
Home Appliances,Gree,Split AC,12000 BTU,03010101020013,Indoor Fan Motor 12CITH1/2/GS-12PITH11G FN20J 1501208904,1501208904,PCS,3,0,1,2,3364.89
Home Appliances,Gree,Split AC,12000 BTU,03010101020083,REDUCER 3/8 TO 1/4 Common 7110014,7110014,PCS,1,1,1,1,180
Home Appliances,Gree,Split AC,12000 BTU,03010101020084,REDUCER 5/8 TO 1/2 Common 7110015,7110015,PCS,1,0,0,1,250
Home Appliances,Gree,Split AC,12000 BTU,03010101020086,Health Filter  1112221004,1112221004,PCS,0,154,6,148,7605.26
Home Appliances,Gree,Split AC,12000 BTU,03010101030001,Wall Mounting Frame 01252021,01252021,PCS,1,0,0,1,264.4
Home Appliances,Gree,Split AC,12000 BTU,03010101050024,Outdoor Ambient Temperature Sensor GS-12CITH1 390000451,390000451,PCS,10,3,7,6,485.26
Home Appliances,Gree,Split AC,12000 BTU,03010101050027,Display Board GS-12CITH1 30565007,30565007,PCS,10,5,8,7,4213.92
Home Appliances,Gree,Split AC,12000 BTU,03010101050072,Outdoor Electric Box Sub-Assy GD-12CITH1/2 261310608,261310608,PCS,0,1,0,1,12238.07
Home Appliances,Gree,Split AC,12000 BTU,03010101050075,Outdoor Main Board 12CITH1 30148389,30148389,PCS,2,2,0,4,41051.75
Home Appliances,Gree,Split AC,12000 BTU,03010101050078,Outdoor Temperature Sensor3900030804,3900030804,PCS,2,2,2,2,869.67
Home Appliances,Gree,Split AC,12000 BTU,03010101050086,4-Way Valve 12CITH 430004022,430004022,PCS,10,11,20,1,3476.71
Home Appliances,Gree,Split AC,12000 BTU,03010101050104,Evaporator Assy 12CITH1 1002422LC,1002422LC,PCS,7,97,85,19,522104.01
Home Appliances,Gree,Split AC,12000 BTU,03010101240003,Evaporater Assy 12LM4 / 12LM5L 1002976,1002976,PCS,0,694,652,42,297585.69
Home Appliances,Gree,Split AC,12000 BTU,03010101240012,Remote Control LOMO Series 30510474,30510474,PCS,1,12,6,7,10852.97
Home Appliances,Gree,Split AC,12000 BTU,03010101240033,Evaporator Support 12LM4 (39492) 24212179,24212179,PCS,22,0,0,22,2241.36
Home Appliances,Gree,Split AC,12000 BTU,03010101360002,Indoor Main Boiard 12LM4L 30135000140,30135000140,PCS,0,1,0,1,2021.93
Home Appliances,Gree,Split AC,12000 BTU,03010101360005,Stepping Motors 12LM4L / 18PITH1/2W / GS-12PITCW  1521210710,1521210710,PCS,11,55,69,-3,-410.07
Home Appliances,Gree,Split AC,12000 BTU,03010101360008,capillary sub assy 12LM4L 3000600382,3000600382,PCS,1,9,9,1,279
Home Appliances,Gree,Split AC,12000 BTU,03010101370003,O-GAS KIT  ASSY OF BEARING 12LM5L 7651205102,7651205102,PCS,0,3,2,1,43.81
Home Appliances,Gree,Split AC,12000 BTU,03010101440003,Remote Control  30510408 GS-12LITH11M,30510408,PCS,10,13,17,6,10228.41
Home Appliances,Gree,Split AC,12000 BTU,03010101440004,Outdoor Main Board 12LITH11M 30138000454,30138000454,PCS,1,0,0,1,8574.6
Home Appliances,Gree,Split AC,12000 BTU,03010101440011,DIsplay Board 12LITH11M 30565308,30565308,PCS,1,3,2,2,1870.94
Home Appliances,Gree,Split AC,12000 BTU,03010101470001,Indoor Main Board 12CITH11B 300002000369,300002000369,PCS,4,2,4,2,1400.82
Home Appliances,Gree,Split AC,12000 BTU,03010101470002,"Outdoor Main Board 12CITH11B 300027000418,  Electric box # 100002002251 18+",300027000418,PCS,3,5,4,4,42711.28
Home Appliances,Gree,Split AC,12000 BTU,03010101470010,4-Way Valve Assy  12CITH11B 3073198,3073198,PCS,6,6,8,4,19165.43
Home Appliances,Gree,Split AC,12000 BTU,03010101500004,Outdoor Electric Box 12CITH11S 100002002251,100002002251,PCS,1,1,0,2,26028.48
Home Appliances,Gree,Split AC,12000 BTU,03010101530004,Stepping  Motor gs-12fith1c/GS-12CM11/GS-24PITH21GB-T3 / GS-24PITC12W-T3 1521210712,1521210712,PCS,1,472,401,72,49121.2
Home Appliances,Gree,Split AC,12000 BTU,03010101530005,Outdoor PCB 12FITH1C 300027060233,300027060233,PCS,2,0,1,1,7484.09
Home Appliances,Gree,Split AC,12000 BTU,03010101560003,"Packing Caton Evaporator GS-12CITH13W  5Ply (31""x12""x9"") With Print 03010101560003",03010101560003,NOS,40,0,0,40,9200
Home Appliances,Gree,Split AC,12000 BTU,03010101610001,Outdoor Main Board 12PITH1W 300027060934,300027060934,PCS,2,0,1,1,9388.95
Home Appliances,Gree,Split AC,12000 BTU,03010101610003,Indoor pcb  GS-12PITH1W/21/GS-12PITH21GB-T3  300002061199,300002061199,PCS,11,19,29,1,20678.25
Home Appliances,Gree,Split AC,12000 BTU,03010101610009,Indoor Fan Motor GS-12PITH1W/ GS-12CM11 / GS-12PITCW 150101060282,150101060282,PCS,3,15,16,2,12048.9
Home Appliances,Gree,Split AC,12000 BTU,03010101610010,Outdoor electric box assy GS-12PITH1W/O 100002067383,100002067383,PCS,0,1,0,1,13006.29
Home Appliances,Gree,Split AC,12000 BTU,03010101610011,Indoor front panel assy GS-12PITH1W 3060365LW,3060365LW,PCS,0,2,0,2,498.76
Home Appliances,Gree,Split AC,12000 BTU,03010101610016,Cut-off valve 3/8 71302395 GS-12PITH1W/O,71302395,PCS,22,266,273,15,37736.8
Home Appliances,Gree,Split AC,12000 BTU,03010101610023,Indoor Front Panel 200003060158T GS-12PITH1W,200003060158T,PCS,9,0,0,9,15840
Home Appliances,Gree,Split AC,12000 BTU,03010101610028,Air Outlet (Upper) GS-12PITH1W/2W/11W (53799) 136060110LW,136060110LW,PCS,1,1,0,2,239.57
Home Appliances,Gree,Split AC,12000 BTU,03010101610034,Indoor Rear Case  GS-12PITH1W (61503) 4481060143LW,4481060143LW,PCS,0,1,0,1,2516.8
Home Appliances,Gree,Split AC,12000 BTU,03010101630001,Indoor main board GS-12FITH6G 300002060666, 300002060666,PCS,0,7,2,5,15359.59
Home Appliances,Gree,Split AC,12000 BTU,03010101640001,Indoor Electric Box 100002072950 12PITH11W,100002072950,PCS,0,1,0,1,4697.41
Home Appliances,Gree,Split AC,12000 BTU,03010101640002,Outdoor Main Board GS-12PITH11W 300027061690,300027061690,PCS,2,49,22,29,236166.98
Home Appliances,Gree,Split AC,12000 BTU,03010101640005,Handle (Right) 12PITH11W/12AITH23 / 18PITH11W/18CM11 20014906001701,20014906001701,PCS,1,0,0,1,242.34
Home Appliances,Gree,Split AC,12000 BTU,03010101640006,Outdoor Fan Motor GS-12PITH11W/GS-12PITH21GB-T3 / GS-12PITC12W-T3 15010106050401,15010106050401,PCS,3,0,1,2,4076.57
Home Appliances,Gree,Split AC,12000 BTU,03010101640010,indoor Power Cord 12PITH11W/GS-12CM11 / GS-12PITCW 4002048739,4002048739,PCS,2,0,0,2,738.8
Home Appliances,Gree,Split AC,12000 BTU,03010101680008,Outdoor Electric Box Assy GS-12FITH6C 100002061942,100002061942,PCS,0,1,0,1,11702.9
Home Appliances,Gree,Split AC,12000 BTU,03010101710001,Indoor Step Motor GS-12PITH11G/21GB/24GB/24W GS-12PITCW 1521200607,1521200607,PCS,20,57,76,1,1394.74
Home Appliances,Gree,Split AC,12000 BTU,03010101760004,Outdoor Fan Motor GS-12LM6L/O GS-12CM11 15010106050406,15010106050406,PCS,2,0,0,2,6313.21
Home Appliances,Gree,Split AC,12000 BTU,03010101770003,Indoor Main Board GS-12PIT10W/I/12PITCW/ GS-12PITCW 300002061303,300002061303,PCS,0,5,0,5,43078.37
Home Appliances,Gree,Split AC,12000 BTU,03010101770004,Outdoor Main Board  GS-12PIT10W 300027062107,300027062107,PCS,0,1,0,1,32271.25
Home Appliances,Gree,Split AC,12000 BTU,03010101800001,Indoor Main Board GS-12AITH23S-T3 300002063714,300002063714,PCS,7,2,2,7,23272.48
Home Appliances,Gree,Split AC,12000 BTU,03010101800003,Compressor and Fittings QXFa-M111zE170 GS-12AITH23S-T3/W 9001060719ST,9001060719ST,PCS,3,0,0,3,64275.95
Home Appliances,Gree,Split AC,12000 BTU,03010101800004,Evaporator Assy GS-12AITH23S-T3 1100106258001,1100106258001,PCS,20,1,2,19,198133.8
Home Appliances,Gree,Split AC,12000 BTU,03010101800005,Condenser Assy GS-12AITH23S-T3/W 11002061782,11002061782,PCS,1,1,1,1,22164.12
Home Appliances,Gree,Split AC,12000 BTU,03010101800006,4-Way Valve Assy GS-12AITH23S-T3 30152060734,30152060734,PCS,1,4,2,3,9012.27
Home Appliances,Gree,Split AC,12000 BTU,03010101800008,Rear Case Sub-Assy GS-12AITH23S-T3 37706010101,37706010101,PCS,1,0,0,1,1410.44
Home Appliances,Gree,Split AC,12000 BTU,03010101800013,Stepping Motor GS-12AITH23S-T3 1521210718,1521210718,PCS,10,10,19,1,846.27
Home Appliances,Gree,Split AC,12000 BTU,03010101800016,Electric Box Assy GS-12AITH23S-T3 100002078578,100002078578,PCS,5,0,0,5,60615.51
Home Appliances,Gree,Split AC,12000 BTU,03010101800017,ID Electric Box Assy GS-12AITH23S-T3 100002080929,100002080929,PCS,2,0,0,2,11686.54
Home Appliances,Gree,Split AC,12000 BTU,03010101800018,Brushless DC Motor GS-12AITH23S-T3 150104060117,150104060117,PCS,1,0,0,1,3761.18
Home Appliances,Gree,Split AC,12000 BTU,03010101800019,Main Board GS-12AITH23S-T3 300027063129,300027063129,PCS,8,2,2,8,84928.88
Home Appliances,Gree,Split AC,12000 BTU,03010101800023,Outdoor Left Side Plate GS-12AITH23S-T3 GS-18CM11 12055060395,12055060395,PCS,5,0,0,5,2518.65
Home Appliances,Gree,Split AC,12000 BTU,03010101800024,Air Louver (Left)(Auto) GS-12AITH23S-T3/W  200007060111,200007060111,PCS,3,0,0,3,40.3
Home Appliances,Gree,Split AC,12000 BTU,03010101800025,Guide Louver GS-12AITH23S-T3 20000406022901,20000406022901,PCS,1,0,0,1,335.82
Home Appliances,Gree,Split AC,12000 BTU,03010101800026,Temperature Sensor GS-12AITH23S-T3 3900030905,3900030905,PCS,10,0,0,10,4029.84
Home Appliances,Gree,Split AC,12000 BTU,03010101800028,Accumulator  GS-12AITH23S-T3 35029060009,35029060009,PCS,2,0,0,2,2686.56
Home Appliances,Gree,Split AC,12000 BTU,03010101800030,Air Louver(Right) Air Louver(Right) 200007060110,200007060110,PCS,4,0,0,4,40.3
Home Appliances,Gree,Split AC,12000 BTU,03010101800031,Air Louver (Auto) GS-12AITH23S-T3 200007060117,200007060117,PCS,4,0,0,4,26.87
Home Appliances,Gree,Split AC,12000 BTU,03010101800032,OUTDOOR Front Grill GS-12AITH23S-T3/GS-18CM11  200057060022,200057060022,PCS,1,0,0,1,255.22
Home Appliances,Gree,Split AC,12000 BTU,03010101800033,Electric Expand Valve Fitting GS-12AITH23S-T3/GF-24VTIH 7200206002214,7200206002214,PCS,1,0,0,1,906.71
Home Appliances,Gree,Split AC,12000 BTU,03010101810003,Rear Case assy GS-12CM11 1060305,1060305,PCS,1,0,0,1,5138.05
Home Appliances,Gree,Split AC,12000 BTU,03010101810004,Front Case Assy GS-12CM11 2060324,2060324,PCS,1,0,0,1,1108.21
Home Appliances,Gree,Split AC,12000 BTU,03010101810006,Wall Mounting Frame GS-12CM11/12AITH23 12043000008,12043000008,PCS,2,0,0,2,1074.62
Home Appliances,Gree,Split AC,12000 BTU,03010101810007,Rear Grill GS-12CM11/ GS-12PITH21GB-T3 / GS-12PITCW 16001060095,16001060095,PCS,1,0,0,1,329.1
Home Appliances,Gree,Split AC,12000 BTU,03010101810008,Outdoor Capacitor Electric Box Plate  GS-12CM11 100002073420,100002073420,PCS,4,0,0,4,3895.51
Home Appliances,Gree,Split AC,12000 BTU,03010101810009,ID Electric Box Assy GS-12CM11 100002078211,100002078211,PCS,2,0,0,2,7522.37
Home Appliances,Gree,Split AC,12000 BTU,03010101810010,Cross Flow Fan GS-12CM11 103001060038,103001060038,PCS,4,0,0,4,3358.2
Home Appliances,Gree,Split AC,12000 BTU,03010101810011,Filter Sub-Assy GS-12CM11 111001060341,111001060341,PCS,2,0,0,2,476.86
Home Appliances,Gree,Split AC,12000 BTU,03010101810013,Guide Louver GS-12CM11 200004060197,200004060197,PCS,2,0,0,2,342.54
Home Appliances,Gree,Split AC,12000 BTU,03010101810014,Air Louver (left) GS-12CM11 200007060108,200007060108,PCS,2,0,0,2,40.3
Home Appliances,Gree,Split AC,12000 BTU,03010101810015,Air Louver(right) GS-12CM11 200007060109,200007060109,PCS,2,0,0,2,26.87
Home Appliances,Gree,Split AC,12000 BTU,03010101810016,OD Electric Box GS-12CM11 200013060124,200013060124,PCS,1,0,0,1,369.4
Home Appliances,Gree,Split AC,12000 BTU,03010101810019,Display Board GS-12CM11/GS-18CM11/24CM 300001060895,300001060895,PCS,4,9,12,1,2014.56
Home Appliances,Gree,Split AC,12000 BTU,03010101810020,Terminal Board GS-12CM11 422000000019,422000000019,PCS,1,0,0,1,114.18
Home Appliances,Gree,Split AC,12000 BTU,03010101810021,Main Board GS-12CM11/1CM12 300002063415,300002063415,PCS,4,5,4,5,11753.7
Home Appliances,Gree,Split AC,12000 BTU,03010101810024,Front Panel-charmo A4 GS-12CM11 200003060334T,200003060334T,PCS,2,0,0,2,1074.62
Home Appliances,Gree,Split AC,12000 BTU,03010101820003,Indoor Electric Box Assy GS-12PITH21W-T3 100002071915,100002071915,PCS,1,0,0,1,4701.48
Home Appliances,Gree,Split AC,12000 BTU,03010101830001,4-Way Valve Assy GS-12PITH21GB-T3/12PITH21-T3 30152060850,30152060850,PCS,2,14,13,3,18618.98
Home Appliances,Gree,Split AC,12000 BTU,03010101830004,Front Case Assy GS-12PITH21GB-T3 206028403,206028403,PCS,1,0,0,1,1947.76
Home Appliances,Gree,Split AC,12000 BTU,03010101830005,Front Panel Assy GS-12PITH21GB-T3 306054003,306054003,PCS,1,0,0,1,1679.1
Home Appliances,Gree,Split AC,12000 BTU,03010101830006,Front Case GS-12PITH21GB-T3 20000206006701,20000206006701,PCS,1,0,0,1,940.3
Home Appliances,Gree,Split AC,12000 BTU,03010101830009,Indoor Electric Box Assy GS-12PITH21GB-T3 100002082809,100002082809,PCS,2,0,0,2,9402.96
Home Appliances,Gree,Split AC,12000 BTU,03010101830010,Filter Sub-Assy GS-12PITH21GB-T3 /GS-12PITCW  11100106024905,11100106024905,PCS,1,0,0,1,268.66
Home Appliances,Gree,Split AC,12000 BTU,03010101830012,4-Way Valve Assy GS-12PITH21GB-T3 30152060681,30152060681,PCS,0,3,0,3,9917.53
Home Appliances,Gree,Split AC,12000 BTU,03010101830013,Right Side Plate GS-12PITH21GB-T3/  GS-12PITC12W-T3 1205606038402,1205606038402,PCS,1,0,0,1,671.64
Home Appliances,Gree,Split AC,12000 BTU,03010101830018,Guide Louver Sub-assy GS-12PITH21GB-T3 13606011003,13606011003,PCS,1,0,0,1,839.55
Home Appliances,Gree,Split AC,12000 BTU,03010101830019,Air Louver (left) GS-12PITH21GB-T3 20000706006401,20000706006401,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,12000 BTU,03010101830020,Air Louver(right) GS-12PITH21GB-T3 20000706006501,20000706006501,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,12000 BTU,03010101830021,Air Louver (Auto)  GS-12PITH21GB-T 20000706006601,20000706006601,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,12000 BTU,03010101840003,Indoor Electric Box Assy GS-12AITH23W-T3 100002080293,100002080293,PCS,2,0,0,2,12022.36
Home Appliances,Gree,Split AC,12000 BTU,03010101840004,Guide Louver GS-12AITH23W-T3 200004060229,200004060229,PCS,1,0,0,1,369.4
Home Appliances,Gree,Split AC,12000 BTU,03010101840005,Swing Lever GS-12AITH23W-T3 200035060044,200035060044,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,12000 BTU,03010101840008,Top Cover GS-12AITH23W-T3 200191060055,200191060055,PCS,5,0,0,5,1125
Home Appliances,Gree,Split AC,18000 BTU,03010102010040,Step Motor GS-18CZ / GS-18CITH1 15012086,15012086,PCS,10,5,11,4,3948.68
Home Appliances,Gree,Split AC,18000 BTU,03010102010069,Motor Support Sub-Assy 170339802,0170339802,PCS,2,0,0,2,1341.3
Home Appliances,Gree,Split AC,18000 BTU,03010102010079,Outdoor Fan Motor 18CITH1 1501307502,1501307502,PCS,3,0,0,3,12014.61
Home Appliances,Gree,Split AC,18000 BTU,03010102010082,Outdoor Main Board 18CITH1 301386923 (PNA-EOL),301386923,PCS,2,0,0,2,33317.3
Home Appliances,Gree,Split AC,18000 BTU,03010102010084,Terminal Board42010255,42010255,PCS,0,5,0,5,907.5
Home Appliances,Gree,Split AC,18000 BTU,03010102010089,Drainage Joint26113009,26113009,PCS,0,50,0,50,364.59
Home Appliances,Gree,Split AC,18000 BTU,03010102010114,Evaporator assy GS-18CITH1 1002937LC / 1002686,1002937LC,PCS,18,772,768,22,2677830.09
Home Appliances,Gree,Split AC,18000 BTU,03010102010134,CAPACITOR 450V22UF GS-18CITH1 3331015811,3331015811,PCS,29,9,19,19,575.3
Home Appliances,Gree,Split AC,18000 BTU,03010102010137,RELAY WYN1S-621KM385 GS-18CITH1 34030030,34030030,PCS,200,0,0,200,30000
Home Appliances,Gree,Split AC,18000 BTU,03010102010138,DOUBLE DIODE D4206S GS-18CITH1 35030385,35030385,PCS,60,1,2,59,5900
Home Appliances,Gree,Split AC,18000 BTU,03010102010139,Transformer EE22-8PCQCJY1612 GS-18CITH1 43110329,43110329,PCS,25,0,0,25,2500
Home Appliances,Gree,Split AC,18000 BTU,03010102010140,FET NF7805 GS-18CITH1 10078050,10078050,PCS,50,0,0,50,15000
Home Appliances,Gree,Split AC,18000 BTU,03010102010141,Voltage Regulater 15ETHO6FP-P632X GS-18CITH1 15066320,15066320,PCS,50,0,0,50,15000
Home Appliances,Gree,Split AC,18000 BTU,03010102020076,IC TNY278PN 36000816 GS-24AITH11W/24FITH4WB/24FITH5WB,36000816,PCS,50,0,0,50,7880.92
Home Appliances,Gree,Split AC,18000 BTU,03010102060022,Indoor Fan Motor 18CITH 15012146 FN20V,15012146,PCS,6,1,2,5,4512.27
Home Appliances,Gree,Split AC,18000 BTU,03010102080048,Power Cord GS-18CM11/GS-24CM11/GS-24PITH21GB-T3 4002048716,4002048716,PCS,2,0,0,2,1813.43
Home Appliances,Gree,Split AC,18000 BTU,03010102150005,Indoor Main Board 30037508 GS-18CE,30037508,PCS,0,4,0,4,9133.2
Home Appliances,Gree,Split AC,18000 BTU,03010102230005,Step Motor  18LM4/5/GS-18CM11/GS-18FITH5WB 1521240212,1521240212,PCS,10,11,17,4,2549.89
