PRODUCT,BRAND,CATEGORY,CAPACITY,ITEM_CODE,ITEM_DESC,PART_NO,UOM,OPEN_QTY,RECEIVED_QTY,ISSUE_QTY,BAL_QTY,AMOUNT
Home Appliances,Gree,Split AC,18000 BTU,03010102230024,Rear Case Assy 18LM4 22202571,22202571,PCS,1,0,0,1,2412.43
Home Appliances,Gree,Split AC,18000 BTU,03010102280007,Indoor PCB 18CITH1/2 30138000014,30138000014,PCS,1,14,9,6,39006.83
Home Appliances,Gree,Split AC,18000 BTU,03010102280009,4 WAY VALVE COIL GS-18CITH2/GS-26AITH23S-T3 4300040087,4300040087,PCS,2,0,0,2,4367.84
Home Appliances,Gree,Split AC,18000 BTU,03010102280016,Rectifier Bridge D15XB 80BPX64 GS-18CITH2 46010602,46010602,PCS,60,6,12,54,1400
Home Appliances,Gree,Split AC,18000 BTU,03010102280017,FET C00765RT GS-18CITH2 10076500,10076500,PCS,50,0,0,50,15000
Home Appliances,Gree,Split AC,18000 BTU,03010102290006,IC TNY277 GS-18CITH3 36000815,36000815,PCS,99,1,2,98,8820
Home Appliances,Gree,Split AC,18000 BTU,03010102300004,IC A6251SK7N1 GS-18CITH1B 36000770,36000770,PCS,25,0,0,25,2250
Home Appliances,Gree,Split AC,18000 BTU,03010102310017,IC P1027P65 GS-18CITH2G 10276500,10276500,PCS,50,0,0,50,4500
Home Appliances,Gree,Split AC,18000 BTU,03010102330006,IC 8D3T066-R2A20132 GS-18CITH2W 36622132,36622132,PCS,50,1,2,49,4900
Home Appliances,Gree,Split AC,18000 BTU,03010102340008,4 WAY VALVE 18VITH 3073116,3073116,PCS,1,11,10,2,45176.41
Home Appliances,Gree,Split AC,18000 BTU,03010102340012,Cut Off Valve Assy 1/2  7133774 GS-18VITH1,7133774,PCS,36,1139,1155,20,532433.41
Home Appliances,Gree,Split AC,18000 BTU,03010102360002,IC 1616FUI-TMP89FM42UG GS-18CITH1S 16168942,16168942,PCS,50,0,0,50,5000
Home Appliances,Gree,Split AC,18000 BTU,03010102370002,Compressors and Fittings 18LM4L 103372,103372,PCS,0,3,2,1,84000
Home Appliances,Gree,Split AC,18000 BTU,03010102370009,Motor support GS-18LM4L 1705053,1705053,PCS,0,2,0,2,1128
Home Appliances,Gree,Split AC,18000 BTU,03010102380002,Condenssors Assy 18LM5L/18LM4L/18LM8L 1100200666,1100200666,PCS,0,1,0,1,10298.81
Home Appliances,Gree,Split AC,18000 BTU,03010102400002,Outdoor Main Board 18CITH12 300027000417,300027000417,PCS,32,0,0,32,497724.5
Home Appliances,Gree,Split AC,18000 BTU,03010102410005,4-Way Valve Assy  30152000187 GS-18CITH2GNEW/18CITH12G,30152000187,PCS,3,5,7,1,5650.7
Home Appliances,Gree,Split AC,18000 BTU,03010102410011,Outdoor Electric Box 18CITH12G 100002002233,100002002233,PCS,1,1,0,2,81734.21
Home Appliances,Gree,Split AC,18000 BTU,03010102420003,Outdoor Main Board 18LITH11M 300027000202,300027000202,PCS,6,3,0,9,194140.91
Home Appliances,Gree,Split AC,18000 BTU,03010102420009,Compressors and Fitting 18LITH11M 105246,105246,PCS,1,0,0,1,23254.76
Home Appliances,Gree,Split AC,18000 BTU,03010102420015,Display Board 18LITH11M 300001000134,300001000134,PCS,1,2,2,1,902.57
Home Appliances,Gree,Split AC,18000 BTU,03010102420018,Outdoor Electric Box Assy  18LITH11M 100002001064,100002001064,PCS,2,0,0,2,34154.51
Home Appliances,Gree,Split AC,18000 BTU,03010102420020,Capillary Sub-assy 18LITH11M 3000600141,3000600141,PCS,0,33,18,15,5591.75
Home Appliances,Gree,Split AC,18000 BTU,03010102430002,Indoor Main Board 18LM8L 30135000139,30135000139,PCS,3,11,9,5,18756.97
Home Appliances,Gree,Split AC,18000 BTU,03010102460002,Outdoor Main Board 18AITH11 18FITH1 300027000531,300027000531,PCS,30,12,14,28,615264.24
Home Appliances,Gree,Split AC,18000 BTU,03010102460007,Outdoor Electric Box GS-18AITH11W 100002003438,100002003438,PCS,0,1,0,1,19970.66
Home Appliances,Gree,Split AC,18000 BTU,03010102460008,4 Way Valve 18AITH11W  3073203,3073203,PCS,2,2,3,1,11313.96
Home Appliances,Gree,Split AC,18000 BTU,03010102460014,Display Board GS-18AITH11W 300001000133,300001000133,PCS,1,0,0,1,1488
Home Appliances,Gree,Split AC,18000 BTU,03010102460021,IPM SIM6812M GS-18AITH11W/18FITH 36000250,36000250,PCS,72,2,4,70,97969.13
Home Appliances,Gree,Split AC,18000 BTU,03010102500005,IGBT RJP6065 284 GS-18CITH13B 35060052,35060052,PCS,30,8,21,17,1360
Home Appliances,Gree,Split AC,18000 BTU,03010102500006,FET GT30J122 GS-18CITH13B 35060055,35060055,PCS,40,10,0,50,3504.56
Home Appliances,Gree,Split AC,18000 BTU,03010102500007,Voltage Regulater 4311Z GS-18CITH13B 10043100,10043100,PCS,50,0,0,50,5000
Home Appliances,Gree,Split AC,18000 BTU,03010102510002,Transformer CQCEE25-9PA1724 GS-18CITH13W 25917240,25917240,PCS,50,0,0,50,5000
Home Appliances,Gree,Split AC,18000 BTU,03010102510003,"Packing Carton Outdoor PCB GS-18CITH13W 3Ply (11""x 9""x 5"") with Print 03010102510003",03010102510003,NOS,25,0,0,25,1875
Home Appliances,Gree,Split AC,18000 BTU,03010102510004,"Packing Carton Evaporator GS-18CITH13W 5Ply (38""x12""x9"") with Print 03010102510004",03010102510004,NOS,150,0,0,150,40500
Home Appliances,Gree,Split AC,18000 BTU,03010102510005,"Packing Carton Indoor Fan Motor GS-18CITH13W 3Ply (6""x6""x6"") with Print 03010102510005",03010102510005,NOS,25,0,0,25,1050
Home Appliances,Gree,Split AC,18000 BTU,03010102510006,"Packing Carton Outdoor Fan Motor GS-18CITH13W 3Ply (6""x6""x6"") with Print 03010102510006",03010102510006,NOS,25,0,0,25,1050
Home Appliances,Gree,Split AC,18000 BTU,03010102520003,Outdoor PCB 18LITH12 300027000348,300027000348,PCS,1,0,0,1,16742.12
Home Appliances,Gree,Split AC,18000 BTU,03010102540004,In-Door Display Board 18FITH1 300001000209,300001000209,PCS,0,1,0,1,429.4
Home Appliances,Gree,Split AC,18000 BTU,03010102540005,Indoor Main Board 18FITH1C 300002060178,300002060178,PCS,0,2,0,2,5327.09
Home Appliances,Gree,Split AC,18000 BTU,03010102540008,Outdoor P.C.B 18FITH1W 300027060367,300027060367,PCS,11,0,0,11,217212.97
Home Appliances,Gree,Split AC,18000 BTU,03010102540015,Fin Comb 1(1.3/1.4)   79110002  GS-18FITH1C, 79110002,PCS,0,10,0,10,900
Home Appliances,Gree,Split AC,18000 BTU,03010102560003,IGBT FGH40N60SMD 35060059 GS-18CITH11S, 35060059,PCS,0,5,0,5,1957.41
Home Appliances,Gree,Split AC,18000 BTU,03010102560007,Transformer EEH26-11PXMX1813 GS-18CITH11S 180328,180328,PCS,50,0,0,50,5000
Home Appliances,Gree,Split AC,18000 BTU,03010102560008,Outdoor Main Board GS-18CITH11S / GS-18CITH12G 300027000417,300027000417,PCS,25,7,15,17,431174.97
Home Appliances,Gree,Split AC,18000 BTU,03010102600003,Outdoor Main Board  300027060591 GS-18FITH5WB,300027060591,PCS,9,7,15,1,44720.28
Home Appliances,Gree,Split AC,18000 BTU,03010102600004,Outdoor Electric Box Assy  100002064732 GS-18FITH5WB,100002064732,PCS,0,1,0,1,17926.67
Home Appliances,Gree,Split AC,18000 BTU,03010102640001,Outdoor Main Board 18PITH1W 300027061049,300027061049,PCS,34,20,21,33,546577.67
Home Appliances,Gree,Split AC,18000 BTU,03010102640003,Indoor Main Board 18PITH1W/24PITH1W/24PITH21GB/W 300002061198,300002061198,PCS,54,49,102,1,96500.67
Home Appliances,Gree,Split AC,18000 BTU,03010102640006,Indoor front case assy GS-18PITH1W 200002060068LW / 2060180LW,2060180LW,PCS,1,3,3,1,7891.85
Home Appliances,Gree,Split AC,18000 BTU,03010102640007,Indoor filter sub-assy GS-18PITH1W 111001060142,111001060142,PCS,2,0,1,1,212.31
Home Appliances,Gree,Split AC,18000 BTU,03010102640008,4-Way Valve Assy 18PITH1W/O 30152060500,30152060500,PCS,1,4,4,1,7026.66
Home Appliances,Gree,Split AC,18000 BTU,03010102640013,Evaporator Assy GS-18PITH1W 11001060868,11001060868,PCS,33,488,520,1,1384687.44
Home Appliances,Gree,Split AC,18000 BTU,03010102640018,Outdoor Electric Box GS-18PITH1W/O 100002068113,100002068113,PCS,1,0,0,1,17472.46
Home Appliances,Gree,Split AC,18000 BTU,03010102640019,Indoor plug pin GS-18PITH1W 200033060002,200033060002,PCS,49,44,83,10,142.61
Home Appliances,Gree,Split AC,18000 BTU,03010102640035,Electrolytic capacitor 680uF±20%/450V (frequency conversion) GS-18PITH1W 33310311,33310311,PCS,30,3,8,25,28101
Home Appliances,Gree,Split AC,18000 BTU,03010102640036,Fuse T15AH 250V (with lead) (frequency conversion) GS-18PITH1W 46010408,46010408,PCS,50,2,3,49,2609
Home Appliances,Gree,Split AC,18000 BTU,03010102640039,IPM PSS20S92F6-AG GS-18PITH1W 360003000012,360003000012,PCS,21,9,18,12,33929.83
Home Appliances,Gree,Split AC,18000 BTU,03010102640041,CAPACITOR CD11T 100-220 GS-18PITH1W 33310010,33310010,PCS,80,0,0,80,1574.88
Home Appliances,Gree,Split AC,18000 BTU,03010102640042,Rectifier Bridge 8202/406GL GS-18PITH1W 46010601,46010601,PCS,150,1,2,149,3725
Home Appliances,Gree,Split AC,18000 BTU,03010102640043,IC MC9S08FL16-XNN1F10 GS-18PITH1W 98081610,98081610,PCS,17,0,0,17,1998.8
Home Appliances,Gree,Split AC,18000 BTU,03010102650004,Outdoor Fan Motor 18PITH2W 1501306752,1501306752,PCS,1,0,0,1,2188.42
Home Appliances,Gree,Split AC,18000 BTU,03010102660001,Indoor Fan Motor 1501214508 18FITH7S / GS-18PITC12W-T3,1501214508,PCS,26,61,79,8,54944.14
Home Appliances,Gree,Split AC,18000 BTU,03010102660002,Indoor Main Board  300002060668 18FITH7,300002060668,PCS,1,3,0,4,15364.94
Home Appliances,Gree,Split AC,18000 BTU,03010102680001,Outdoor Main Board GS-18PITH11W 300027061686,300027061686,PCS,47,164,146,65,298220.86
Home Appliances,Gree,Split AC,18000 BTU,03010102680002,Indoor Main Board 18PITH11W 300002061856,300002061856,PCS,41,91,66,66,62385.03
Home Appliances,Gree,Split AC,18000 BTU,03010102680003,Outdoor Electric Box 100002072128 18PITH11W,100002072128,PCS,0,5,2,3,49456.72
Home Appliances,Gree,Split AC,18000 BTU,03010102680004,Indoor Electric Box 100002072944 18PITH11W,100002072944,PCS,0,1,0,1,4744.27
Home Appliances,Gree,Split AC,18000 BTU,03010102680007,Outdoor Brushless DC Motor GS-18PITH11W 1501308528,1501308528,PCS,1,0,0,1,1747.65
Home Appliances,Gree,Split AC,18000 BTU,03010102680009,Compressor GS-12PITH11 / 18PITH11W / GS-12PITCW 9001060648,9001060648,PCS,20,65,82,3,488929.88
Home Appliances,Gree,Split AC,18000 BTU,03010102680025,Outdoor Temperature Sensor GS-18PITH11W/O 3900030907,3900030907,PCS,15,16,26,5,4512.94
Home Appliances,Gree,Split AC,18000 BTU,03010102680026,Valve Cover GS-18PITH11W/12AITH23S /18CM11 200087060004,200087060004,PCS,1,0,0,1,59.21
Home Appliances,Gree,Split AC,18000 BTU,03010102680034,Temperature Sensor GS-18PITH11W / GS-12PITCW  3900030811,3900030811,PCS,13,2,6,9,3227.77
Home Appliances,Gree,Split AC,18000 BTU,03010102680043,Magnet Coil GS-18PITH11W/ 18AITH/12PITH/24VTIH 4300040072,4300040072,PCS,2,0,0,2,837.76
Home Appliances,Gree,Split AC,18000 BTU,03010102680062,Compressor GS-12PITH11 / GS-18PITH11W  ( FTZ-AN108ACBD) 9001060648L,9001060648L,PCS,0,45,43,2,969108.29
Home Appliances,Gree,Split AC,18000 BTU,03010102680066,Air Louver 56398 GS-18PITH11W / GS-18PITC12W-T3  20007060051,20007060051,PCS,0,1,0,1,13.5
Home Appliances,Gree,Split AC,18000 BTU,03010102700008,Outdoor Fan Motor 150101060140 GS-18FITH6C,150101060140,PCS,5,1,2,4,12121.28
Home Appliances,Gree,Split AC,18000 BTU,03010102700013,"Compressor and Fittings 105249G GS-18CITH12G / GS-18FITH6C/I , QXA-B141ZF030A R-410a",105249G,PCS,9,7,12,4,112171.61
Home Appliances,Gree,Split AC,18000 BTU,03010102730001,Indoor Front Case GS-18PITH14S 200002060068LS,200002060068LS,PCS,0,1,0,1,3720
Home Appliances,Gree,Split AC,18000 BTU,03010102740002,Rear Case GS-18PITH11G 61060268LG,61060268LG,PCS,0,1,0,1,3520
Home Appliances,Gree,Split AC,18000 BTU,03010102740004,Indoor Guide Louver (Upper) GS-18PITH11G 136060118G,136060118LG,PCS,0,1,0,1,93
Home Appliances,Gree,Split AC,18000 BTU,03010102740005,Indoor Guide Louver (Lower) GS-18PITH11G 136060119G,136060119LG,PCS,1,1,1,1,130.15
Home Appliances,Gree,Split AC,18000 BTU,03010102740007,IC STE20D561K20P5FSB GS-18PITH11G 3001-0164,3001-0164,PCS,100,0,0,100,5000
Home Appliances,Gree,Split AC,18000 BTU,03010102740009,Indoor Front case Assy 18PITH11G 5092060290LG,5092060290LG,PCS,0,3,0,3,11160
Home Appliances,Gree,Split AC,18000 BTU,03010102740010,Indoor Front Panel GS-18PITH11G 5093060557LG,5093060557LG,PCS,0,1,0,1,450.63
Home Appliances,Gree,Split AC,18000 BTU,03010102740013,Guide Louver Air-Grill Gray (Lower) GS-18PITH11G (59460) 50913606011802LG,50913606011802LG,PCS,0,1,0,1,226
Home Appliances,Gree,Split AC,18000 BTU,03010102760002,Compressor & Fittings GS-18LM6L/O 9001060710,9001060710,PCS,1,1,1,1,33551.42
Home Appliances,Gree,Split AC,18000 BTU,03010102760006,Outdoor Fan Motor GS-18LM6L/O / GS-18CM11 15010106050301,15010106050301,PCS,2,0,0,2,8247.12
Home Appliances,Gree,Split AC,18000 BTU,03010102760008,Motor support sub assy  GS-18LM6L (56463) 12048060140,12048060140,PCS,1,0,0,1,2511
Home Appliances,Gree,Split AC,18000 BTU,03010102770001,Outdoor Brushless DC Motor GS-18PIT10W//GS-12AITH23S-T3 150104060095,150104060095,PCS,2,5,5,2,21706.97
Home Appliances,Gree,Split AC,18000 BTU,03010102770002,Indoor Main Board GS-18PIT10W/I GS-18PITC12W-T3 300002061783,300002061783,PCS,0,5,0,5,38728.84
Home Appliances,Gree,Split AC,18000 BTU,03010102770004,Indoor Air Louver 2 GS-18PIT10W/I GS-18PITC12W-T3 200007060053,200007060053,PCS,0,1,0,1,43.36
Home Appliances,Gree,Split AC,18000 BTU,03010102790001,Outdoor Main Board GS-18PITH10W/O / GS-18PITC12W-T3 300027062670,300027062670,PCS,0,4,0,4,70758.08
Home Appliances,Gree,Split AC,18000 BTU,03010102800001,Front Case Assy GS-18AITH23W-T3 (58614) 2060378,2060378,PCS,1,0,0,1,8999.98
Home Appliances,Gree,Split AC,18000 BTU,03010102800003,Electric Box Assy GS-18AITH23W-T3 100002079584,100002079584,PCS,5,0,0,5,78581.88
Home Appliances,Gree,Split AC,18000 BTU,03010102800004,OD Main Board  GS-18AITH23W-T3 300027063261,300027063261,PCS,5,9,8,6,87917.01
Home Appliances,Gree,Split AC,18000 BTU,03010102800005,"Remote Controller GS-18AITH23W-T3,12AITH 26AITH 305001060219",305001060219,PCS,14,0,0,14,21156.66
Home Appliances,Gree,Split AC,18000 BTU,03010102800006,Display Board GS-18AITH23W-T3/12/24AITH23W  300001061471,300001061471,PCS,2,0,0,2,3559.69
Home Appliances,Gree,Split AC,18000 BTU,03010102800007,Front Case Assy GS-18AITH23W-T3 2060360,2060360,PCS,1,0,0,1,5910.43
Home Appliances,Gree,Split AC,18000 BTU,03010102800008,Evaporator Assy GS-18AITH23W-T3 / GS-18AITH21W-T3/ GS-18CM11 / GS-18ZITH  11001062414,11001062414,PCS,50,63,96,17,595030.56
Home Appliances,Gree,Split AC,18000 BTU,03010102800009,Front Panel Assy GS-18AITH23W-T3 3060822,3060822,PCS,1,0,0,1,1947.76
Home Appliances,Gree,Split AC,18000 BTU,03010102800011,Condenser Assy GS-18AITH23W-T3/ 24PITH21W-T3/24VTIH 11002061698,11002061698,PCS,2,0,0,2,50037.18
Home Appliances,Gree,Split AC,18000 BTU,03010102800012,Front Case Sub-assy GS-18AITH23W-T3 209007060121,209007060121,PCS,1,0,0,1,2283.58
Home Appliances,Gree,Split AC,18000 BTU,03010102800014,Rear Grill GS-18AITH23S-T3/ 24PITH21GB-T3/-24VTIH GS-24PITC12W-T3 16001060085,16001060085,PCS,2,0,0,2,805.97
Home Appliances,Gree,Split AC,18000 BTU,03010102800016,Electric Box Assy GS-18AITH23W-T3 100002080333,100002080333,PCS,2,0,0,2,12022.36
Home Appliances,Gree,Split AC,18000 BTU,03010102800017,Left Side Plate Sub-Assy GS-18AITH23W-T3 17037060360,17037060360,PCS,5,0,0,5,2014.92
Home Appliances,Gree,Split AC,18000 BTU,03010102800018,Guide Louver GS-18AITH23W-T3 200004060230,200004060230,PCS,1,0,0,1,503.73
Home Appliances,Gree,Split AC,18000 BTU,03010102800019,Temperature Sensor PITH /AITH/Zith COMMON 3900031314,3900031314,PCS,50,53,102,1,13562.57
Home Appliances,Gree,Split AC,18000 BTU,03010102800020,Power Cord GS-18AITH23W-T3 4002048715,4002048715,PCS,1,0,0,1,604.48
Home Appliances,Gree,Split AC,18000 BTU,03010102800021,Bottom Cover Plate GS-18AITH23W-T3 180385000005,180385000005,PCS,1,0,0,1,436.57
Home Appliances,Gree,Split AC,18000 BTU,03010102800022,Top Cover GS-18AITH23W-T3 200050060045,200050060045,PCS,1,0,0,1,369.4
Home Appliances,Gree,Split AC,18000 BTU,03010102810002,Display Board GS-18AITH23S-T3/12/26 AITH23W 300001061506,300001061506,PCS,2,0,0,2,3559.69
Home Appliances,Gree,Split AC,18000 BTU,03010102810003,Guide Louver GS-18AITH23S-T3 20000406023001P,20000406023001P,PCS,1,0,0,1,553.37
Home Appliances,Gree,Split AC,18000 BTU,03010102810007,Gear Assembly Right With Lever Side GS-12/18/26AITH23S-T3 242060003,242060003,PCS,5,0,0,5,419.74
Home Appliances,Gree,Split AC,18000 BTU,03010102810008,Gear Assy Left  GS-18AITH23S-T3/GS-26AITH23S-T3 242060006,242060006,PCS,3,0,0,3,241.76
Home Appliances,Gree,Split AC,18000 BTU,03010102810011,Compressor and Fittings GS-18AITH23S-T3/GS-18AITH23W-T3 9001060726,9001060726,PCS,5,0,0,5,108301.95
Home Appliances,Gree,Split AC,18000 BTU,03010102810012,4-Way Valve Assy GS-18AITH23S-T3 30152061314,30152061314,PCS,2,14,14,2,17248.88
Home Appliances,Gree,Split AC,18000 BTU,03010102810013,Rear Case Sub-Assy GS-18AITH23S-T3 37706010701,37706010701,PCS,2,0,0,2,4432.82
Home Appliances,Gree,Split AC,18000 BTU,03010102810014,Outdoor Top Cover GS-18AITH23S-T3/GS-24PITH21GB-T3/24VTIH GS-24PITC12W-T3 9706033301,9706033301,PCS,5,0,0,5,8395.5
Home Appliances,Gree,Split AC,18000 BTU,03010102810015,Wall Mounting Frame GS-18AITH23S-T3/GS-18/24CM/26AIT 12043060024,12043060024,PCS,6,0,0,6,4443.02
Home Appliances,Gree,Split AC,18000 BTU,03010102810016,Chassis Sub-assy GS-18AITH23S-T3 / GS-24PITC12W-T3 17000060761,17000060761,PCS,3,0,0,3,8361.92
Home Appliances,Gree,Split AC,18000 BTU,03010102810018,Front Grill GS-18AITH23S-T3 / GS-24PITC12W-T3  200057060011,200057060011,PCS,1,0,0,1,325.75
Home Appliances,Gree,Split AC,18000 BTU,03010102810021,Front Case Sub-assy GS-18AITH23S-T3 20900706012101,20900706012101,PCS,1,0,0,1,4365.66
Home Appliances,Gree,Split AC,18000 BTU,03010102810023,ID Electric Box Assy GS-18AITH23S-T3 100002080941,100002080941,PCS,3,0,0,3,17932.79
Home Appliances,Gree,Split AC,18000 BTU,03010102810024,Brushless DC Motor GS-18AITH23S-T3 GF-24VTIH 150104060103,150104060103,PCS,5,0,0,5,25018.59
Home Appliances,Gree,Split AC,18000 BTU,03010102810025,Valve Cover GS-18AITH23S-T3/GF-24VTIH/GS-24CM11/24PITH21/ GS-24PITC12W-T3   200087060005,200087060005,PCS,3,0,0,3,201.49
Home Appliances,Gree,Split AC,18000 BTU,03010102810026,Stepping Motor GS-12/18/26AITH23S-T3  1501213905,1501213905,PCS,50,0,0,50,20149.2
Home Appliances,Gree,Split AC,18000 BTU,03010102810029,Outdoor Temperature Sensor GS-18AITH23S-T3/18AITH/24PITH/24VTIH/Zith GS-24PITC12W-T3  3900030912,3900030912,PCS,30,10,17,23,12098.42
Home Appliances,Gree,Split AC,18000 BTU,03010102810030,Filter assembly honeycomb mesh GS-18AITH23S-T3 111001060404,111001060404,PCS,6,0,0,6,402.98
Home Appliances,Gree,Split AC,18000 BTU,03010102810031,Air Louver (Auto) GS-18AITH23S-T3 200007060114,200007060114,PCS,4,0,0,4,80.6
Home Appliances,Gree,Split AC,18000 BTU,03010102810032,Air Louver (Auto) GS-18AITH23S-T3 200007060115,200007060115,PCS,4,0,0,4,53.73
Home Appliances,Gree,Split AC,18000 BTU,03010102810033,Air Louver (Auto) GS-18AITH23S-T3 200007060116,200007060116,PCS,4,0,0,4,26.87
Home Appliances,Gree,Split AC,18000 BTU,03010102810034,Swing Lever GS-18AITH23S-T3 200035060043,200035060043,PCS,4,0,0,4,67.16
Home Appliances,Gree,Split AC,18000 BTU,03010102810035,Electric Expand Valve Fitting GS-18AITH23S-T3 7200206002231,7200206002231,PCS,1,0,0,1,906.71
Home Appliances,Gree,Split AC,18000 BTU,03010102810039,Indoor Main Board GS-18AITH23S-T3/GS-12AITH21W-T3/24AITH  300002064859,300002064859,PCS,0,12,2,10,39140.67
Home Appliances,Gree,Split AC,18000 BTU,03010102820001,Indoor Main Board GS-18CM11/GS-24CM11/CM12 300002063247,300002063247,PCS,20,11,12,19,55064.34
Home Appliances,Gree,Split AC,18000 BTU,03010102820002,Evaporator Sub Assy GS-18CM11-T3 / GS-18ZITH1W-T3 1000106068502,1000106068502,PCS,0,1,0,1,12035.54
Home Appliances,Gree,Split AC,18000 BTU,03010102820003,Cross Flow Fan GS-18CM11/GS-18AITH23S-T3/21/24 103001060034,103001060034,PCS,4,1,2,3,4298.5
Home Appliances,Gree,Split AC,18000 BTU,03010102820004,Compressorr & Fittings GS-18CM11 9001060932,9001060932,PCS,3,2,4,1,91376.62
Home Appliances,Gree,Split AC,18000 BTU,03010102820007,Front Case Assy GS-18CM11 2060422,2060422,PCS,2,0,0,2,3694.02
Home Appliances,Gree,Split AC,18000 BTU,03010102820008,Active Carbon Filter GS-18CM11 11012025,11012025,PCS,2,0,0,2,107.46
Home Appliances,Gree,Split AC,18000 BTU,03010102820011,Rear Case Sub-Assy GS-18CM11 37706007901,37706007901,PCS,1,0,0,1,2082.08
Home Appliances,Gree,Split AC,18000 BTU,03010102820012,Front Panel GS-18CM11 200003060331T,200003060331T,PCS,1,0,0,1,738.8
Home Appliances,Gree,Split AC,18000 BTU,03010102820015,Front Case GS-18CM11 200002060086,200002060086,PCS,1,0,0,1,1410.44
Home Appliances,Gree,Split AC,18000 BTU,03010102820017,Electric Box Assy GS-18CM11 100002079586,100002079586,PCS,5,0,0,5,19981.29
Home Appliances,Gree,Split AC,18000 BTU,03010102820018,Guide Louver GS-18CM11 200004060196,200004060196,PCS,2,0,0,2,738.8
Home Appliances,Gree,Split AC,18000 BTU,03010102820019,Filter Sub-Assy GS-18CM11 111001060338,111001060338,PCS,5,0,0,5,1847.01
Home Appliances,Gree,Split AC,18000 BTU,03010102820021,Outdoor Electric Capacitor Plate  GS-18CM11 100002072782,100002072782,PCS,6,0,0,6,6649.24
Home Appliances,Gree,Split AC,18000 BTU,03010102820022,Air Louver GS-18CM11 200007060112,200007060112,PCS,1,0,0,1,33.58
Home Appliances,Gree,Split AC,18000 BTU,03010102820023,Air Louver GS-18CM11 200007060113,200007060113,PCS,1,0,0,1,20.15
Home Appliances,Gree,Split AC,18000 BTU,03010102820024,Outdoor Rear Grill GS-18CM11 GS-12AITH23W-T3 16001060082,16001060082,PCS,1,0,0,1,369.4
Home Appliances,Gree,Split AC,18000 BTU,03010102840001,Fan Motor OD GS-18PITH21W-T3 150104060102,150104060102,PCS,3,0,0,3,14346.51
Home Appliances,Gree,Split AC,18000 BTU,03010102840002,Outdoor Main Board GS-18PITH21W-T3 300027062460,300027062460,PCS,10,3,0,13,151134.58
Home Appliances,Gree,Split AC,18000 BTU,03010102840003,Condenser Assy CS-18PITH21W-T3/GB 11002061459,11002061459,PCS,1,0,0,1,24414.11
Home Appliances,Gree,Split AC,18000 BTU,03010102840004,Front Case Assy GS-18PITH21W-T3/GS-18PITH15/16/17/18 W-T3 2060389,2060389,PCS,1,0,0,1,1981.34
Home Appliances,Gree,Split AC,18000 BTU,03010102840006,Axial Flow Fan GS-18PITH21W-T3 10333014,10333014,PCS,1,4,0,5,5037.3
Home Appliances,Gree,Split AC,18000 BTU,03010102840007,Compressor and Fittings GS-18PITH21W-T3 9001060783,9001060783,PCS,5,0,3,2,42850.63
Home Appliances,Gree,Split AC,18000 BTU,03010102840009,Outdoor Front Panel GS-18PITH21W-T3/GB/24CM11 12022060011,12022060011,PCS,3,1,0,4,5910.43
Home Appliances,Gree,Split AC,18000 BTU,03010102840011,Rear Case Sub-Assy GS-18PITH21W-T3 377060125,377060125,PCS,1,0,0,1,2249.99
Home Appliances,Gree,Split AC,18000 BTU,03010102840013,Indoor Electric Box Assy GS-18PITH21W-T3 100002082150,100002082150,PCS,3,0,0,3,14507.42
Home Appliances,Gree,Split AC,18000 BTU,03010102840014,Outdoor Rear Grill GS-18PITH21W-T3/GS-24CM11/ GS-18ZITH1W 16001060086,16001060086,PCS,1,0,0,1,369.4
Home Appliances,Gree,Split AC,18000 BTU,03010102850001,Indoor Main Board GS-18PITH15/16/17/21B/G/ GS-24PITH15/16/17 B/G-T3 300002062614,300002062614,PCS,18,41,20,39,120487.62
Home Appliances,Gree,Split AC,18000 BTU,03010102850002,Display Board GS-18PITH21G-T3/GS-24PITH21W-T3  / GS-12PITCW 300001061186,300001061186,PCS,2,0,0,2,2820.89
Home Appliances,Gree,Split AC,18000 BTU,03010102850003,Indoor Front Panel GS-18PITH21GB-T3 20000306025601K03,20000306025601K03,PCS,1,0,0,1,2585.81
Home Appliances,Gree,Split AC,18000 BTU,03010102850004,Front Panel GS-18PITH21GB-T3 20000306025601P03,20000306025601P03,PCS,1,0,0,1,2619.4
Home Appliances,Gree,Split AC,18000 BTU,03010102850005,Front Panel GS-18PITH21GB-T3 20000306025601T03,20000306025601T03,PCS,1,0,0,1,2619.4
Home Appliances,Gree,Split AC,18000 BTU,03010102850006,Indoor Front Case GS-18PITH21GB-T3 20000206006801,20000206006801,PCS,1,0,0,1,1477.61
Home Appliances,Gree,Split AC,18000 BTU,03010102850007,Outdoor Front Grill GS-18PITH21GB-T3 200057060023,200057060023,PCS,1,0,0,1,278.73
Home Appliances,Gree,Split AC,18000 BTU,03010102850009,Indoor Front Case Assy GS-18PITH21GB-T3 206039103,206039103,PCS,1,0,0,1,3391.78
Home Appliances,Gree,Split AC,18000 BTU,03010102850010,Outdoor Right Side Plate Assy GS-18PITH21GB-T3/W / GS-18ZITH1W  81060230,81060230,PCS,5,0,0,5,5876.85
Home Appliances,Gree,Split AC,18000 BTU,03010102850012,Guide Louver (upper) GS-18PITH21GB-T3 20000406015601P03,20000406015601P03,PCS,2,0,0,2,1276.12
